Assembly,Level,Cry,ID,Prot_accession,Contig_accession
GCA_002893505.1,Contig,NOV_Cry8Db1_51.1_PNK22955.1,51.1,PNK22955.1,NHNN01000056.1
GCA_002893505.1,Contig,BT_Cry8Ga2,100,PNK22471.1,NHNN01000081.1
GCA_002893515.1,Contig,BT_Cry8Fa1,100,PNK25039.1,NHNO01000112.1
GCA_002893515.1,Contig,NOV_Cry8Ab1_80.0_AMR06151.1,80,PNK32300.1,NHNO01000062.1
GCA_002893515.1,Contig,BT_Cry8Ea1,100,PNK28167.1,NHNO01000078.1
GCA_002893515.1,Contig,NOV_Cry8Ca1_99.8_AYF84850.1,99.8,PNK28168.1,NHNO01000078.1
GCA_002893525.1,Contig,BT_Cry2Aa1,100,PNK22276.1,NHNP01000096.1
GCA_002893565.1,Contig,BT_Cry1Ka2,100,PNK41404.1,NHNR01000128.1
GCA_002893565.1,Contig,NOV_Cry1Fb3_99.9_PNK40066.1,99.9,PNK40066.1,NHNR01000183.1
GCA_002893565.1,Contig,NOV_Cry1Da3_99.9_PNK40029.1,99.9,PNK40029.1,NHNR01000189.1
GCA_002893565.1,Contig,NOV_Cry1Ib11_99.9_KIP24195.1,99.9,PNK40024.1,NHNR01000190.1
GCA_002893565.1,Contig,BT_Cry1Ab18,100,PNK40012.1,NHNR01000193.1
GCA_002893565.1,Contig,BT_Cry1Bb1,100,PNK46490.1,NHNR01000027.1
GCA_002893565.1,Contig,NOV_Cry1Hb1_98.0_AMR88562.1,98,PNK46492.1,NHNR01000027.1
GCA_002893565.1,Contig,BT_Cry1Id1,100,PNK42250.1,NHNR01000094.1
GCA_002893565.1,Contig,BT_Cry1Ja2,100,PNK42253.1,NHNR01000094.1
GCA_002893565.1,Contig,NOV_Cry1Nb1_99.0_AMR88570.1,99,PNK42258.1,NHNR01000094.1
GCA_002893585.1,Contig,NOV_Cry8Db1_51.1_PNK22955.1,51.1,PNK47117.1,NHNS01000066.1
GCA_002893585.1,Contig,BT_Cry8Ga2,100,PNK46110.1,NHNS01000079.1
GCA_002893605.1,Contig,BT_Cry1Ca15,100,PNK42405.1,NHNQ01000127.1
GCA_002893605.1,Contig,BT_Cry2Ab1,100,PNK42101.1,NHNQ01000136.1
GCA_002893605.1,Contig,BT_Cry1Ia10,100,PNK41517.1,NHNQ01000159.1
GCA_002893605.1,Contig,BT_Cry9Ea1,100,PNK41087.1,NHNQ01000187.1
GCA_002893605.1,Contig,BT_Cry1Da1,100,PNK40022.1,NHNQ01000223.1
GCA_002969075.1,Scaffold,NOV_Cry1Ie5_79.3_PQQ47595.1,79.3,PQQ47595.1,PUWY01000071.1
GCA_002969075.1,Scaffold,NOV_Cry73Aa1_40.0_PQQ47537.1,40,PQQ47537.1,PUWY01000073.1
GCA_003046465.1,Scaffold,BT_Cry1Ac1,100,PTN43520.1,PZQR01000102.1
GCA_003312445.1,Contig,BT_Cry1Ca15,100,RBN53067.1,QNUR01000115.1
GCA_003312445.1,Contig,BT_Cry1Ia10,100,RBN52662.1,QNUR01000153.1
GCA_003312445.1,Contig,BT_Cry9Ea1,100,RBN52569.1,QNUR01000168.1
GCA_003312445.1,Contig,BT_Cry1Da1,100,RBN52453.1,QNUR01000196.1
GCA_003312445.1,Contig,BT_Cry2Ab1,100,RBN53338.1,QNUR01000099.1
GCA_003546665.1,Complete Genome,BT_Cry41Ca1,100,AXY11181.1,CP024772.1
GCA_003546665.1,Complete Genome,BT_Cry73Ba1,100,AXY11292.1,CP024772.1
GCA_003546665.1,Complete Genome,BT_Cry32Va1,100,AXY11305.1,CP024772.1
GCA_003546665.1,Complete Genome,NOV_Cry32Ma1_57.7_AXY11484.1,57.7,AXY11484.1,CP024774.1
GCA_003626955.1,Complete Genome,BT_Cry8Fa1,100,AYF84829.1,CP032609.1
GCA_003626955.1,Complete Genome,BT_Cry8Ea1,100,AYF84849.1,CP032609.1
GCA_003626955.1,Complete Genome,NOV_Cry8Ca1_99.8_AYF84850.1,99.8,AYF84850.1,CP032609.1
GCA_003626955.1,Complete Genome,NOV_Cry8Ab1_80.0_AMR06151.1,80,AYF84876.1,CP032609.1
GCA_003719805.1,Contig,BT_Cry3Aa1,100,RNG36219.1,RIBV01000230.1
GCA_003991175.1,Complete Genome,NOV_Cry21Ca2_64.6_AZR80780.1,64.6,AZR80780.1,CP021440.1
GCA_003991175.1,Complete Genome,NOV_Cry5Ba1_27.2_AZR80678.1,27.2,AZR80678.1,CP021438.1
GCA_003991175.1,Complete Genome,BT_Cry21Aa3,100,AZR80706.1,CP021438.1
GCA_003991175.1,Complete Genome,NOV_Cry21Aa2_44.6_AZR80772.1,44.6,AZR80772.1,CP021439.1
GCA_003991175.1,Complete Genome,NOV_Cry21Ca2_65.9_AZR80774.1,65.9,AZR80774.1,CP021439.1
GCA_004009875.1,Contig,BT_Cry12Aa1,100,RVU62660.1,LDER01000245.1
GCA_004167115.1,Scaffold,BT_Cry2Aa1,100,RYS59630.1,RBVK01000076.1
GCA_004167115.1,Scaffold,BT_Cry1Ia10,100,RYS59633.1,RBVK01000076.1
GCA_004167115.1,Scaffold,BT_Cry2Ab1,100,RYS58618.1,RBVK01000083.1
GCA_004194435.2,Chromosome,BT_Cry11Aa1,100,QBP15688.1,CP037456.1
GCA_004194435.2,Chromosome,BT_Cry4Ba1,100,QBP15695.1,CP037456.1
GCA_004194435.2,Chromosome,BT_Cry10Aa3,100,QBP15696.1,CP037456.1
GCA_004194435.2,Chromosome,BT_Cry4Aa2,100,QBP15732.1,CP037456.1
GCA_004330415.1,Contig,BT_Cry9Ea1,100,TBX61382.1,SJQC01000357.1
GCA_004330415.1,Contig,BT_Cry1Ab1,100,TBX73091.1,SJQC01000185.1
GCA_004330415.1,Contig,BT_Cry1Aa1,100,TBX72000.1,SJQC01000214.1
GCA_004330415.1,Contig,BT_Cry1Ia10,100,TBX99229.1,SJQC01000031.1
GCA_004330415.1,Contig,BT_Cry1Ca15,100,TBX99235.1,SJQC01000031.1
GCA_004330415.1,Contig,BT_Cry1Da1,100,TBX99239.1,SJQC01000031.1
GCA_004330415.1,Contig,BT_Cry2Ab1,100,TBX88898.1,SJQC01000076.1
GCA_004354265.1,Chromosome,BT_Cry11Aa1,100,QBM59570.1,CP037887.1
GCA_004354265.1,Chromosome,BT_Cry4Ba1,100,QBM59577.1,CP037887.1
GCA_004354265.1,Chromosome,BT_Cry10Aa3,100,QBM59578.1,CP037887.1
GCA_004354265.1,Chromosome,BT_Cry4Aa2,100,QBM59613.1,CP037887.1
GCA_004368515.1,Scaffold,NOV_Cry5Ba1_48.7_TEA80813.1,48.7,TEA80813.1,JZKB01000011.1
