Start,Stop,Event
2414,2764,"node=""N257->N258"";neg_log_likelihood=""299.735411"";taxa=""   BT_Cry1Ka2  BT_Cry1Bh1   BT_Cry1Bb1 BT_Cry1Bd1  BT_Cry1Be1 BT_Cry1Bj1   BT_Cry1Ba1 BT_Cry1Bf1  BT_Cry1Bi1 BT_Cry1Bg1  NOV_Cry1Ie5_79.3_PQQ47595.1   BT_Cry1Ic1 BT_Cry1Ia18     BT_Cry1Ma1 BT_Cry1Id1 BT_Cry1Ig1 BT_Cry1Ia11 BT_Cry1Ie4"";snp_count=""50"";"
2755,3237,"node=""N318->NOV_Cry8Ha1_89.8_ATY50148.1"";neg_log_likelihood=""125.486576"";taxa=""NOV_Cry8Ha1_89.8_ATY50148.1"";snp_count=""31"";"
2748,3047,"node=""N317->N318"";neg_log_likelihood=""90.198039"";taxa="" NOV_Cry8Ha1_89.8_ATY50148.1  NOV_Cry8Ha1_89.4_ABB29866.1 BT_Cry8Ha1"";snp_count=""14"";"
3652,5050,"node=""N323->BT_Cry8Ea2"";neg_log_likelihood=""157.407210"";taxa=""BT_Cry8Ea2"";snp_count=""213"";"
2270,2621,"node=""N322->BT_Cry8Ca1"";neg_log_likelihood=""438.383624"";taxa=""BT_Cry8Ca1"";snp_count=""52"";"
573,764,"node=""N322->BT_Cry8Ca1"";neg_log_likelihood=""401.403494"";taxa=""BT_Cry8Ca1"";snp_count=""42"";"
1836,1970,"node=""N322->BT_Cry8Ca1"";neg_log_likelihood=""372.465999"";taxa=""BT_Cry8Ca1"";snp_count=""34"";"
2673,2993,"node=""N322->BT_Cry8Ca1"";neg_log_likelihood=""349.474780"";taxa=""BT_Cry8Ca1"";snp_count=""38"";"
2250,2437,"node=""N321->NOV_Cry8Ja1_60.3_PEE68563.1"";neg_log_likelihood=""341.278588"";taxa=""NOV_Cry8Ja1_60.3_PEE68563.1"";snp_count=""37"";"
3596,3828,"node=""N321->N322"";neg_log_likelihood=""221.204105"";taxa="" BT_Cry8Ca1  BT_Cry8Ea2 BT_Cry8Ja1"";snp_count=""21"";"
4600,4632,"node=""N321->N322"";neg_log_likelihood=""197.662441"";taxa="" BT_Cry8Ca1  BT_Cry8Ea2 BT_Cry8Ja1"";snp_count=""8"";"
3653,5011,"node=""N327->BT_Cry8Pa1"";neg_log_likelihood=""297.527541"";taxa=""BT_Cry8Pa1"";snp_count=""204"";"
817,1089,"node=""N327->BT_Cry8Pa1"";neg_log_likelihood=""174.649332"";taxa=""BT_Cry8Pa1"";snp_count=""21"";"
2102,2561,"node=""N326->N327"";neg_log_likelihood=""153.310247"";taxa="" BT_Cry8Pa1 NOV_Cry8Ba1_88.6_AEP25412.1"";snp_count=""36"";"
2760,3244,"node=""N326->N327"";neg_log_likelihood=""104.181104"";taxa="" BT_Cry8Pa1 NOV_Cry8Ba1_88.6_AEP25412.1"";snp_count=""27"";"
1527,2078,"node=""N326->N327"";neg_log_likelihood=""60.223530"";taxa="" BT_Cry8Pa1 NOV_Cry8Ba1_88.6_AEP25412.1"";snp_count=""27"";"
3870,4392,"node=""N325->BT_Cry8Bc1"";neg_log_likelihood=""245.328972"";taxa=""BT_Cry8Bc1"";snp_count=""44"";"
4642,4924,"node=""N325->BT_Cry8Bc1"";neg_log_likelihood=""196.619901"";taxa=""BT_Cry8Bc1"";snp_count=""35"";"
3714,4787,"node=""N325->N326"";neg_log_likelihood=""221.024337"";taxa="" BT_Cry8Ba1  BT_Cry8Pa1 NOV_Cry8Ba1_88.6_AEP25412.1"";snp_count=""104"";"
3326,3655,"node=""N325->N326"";neg_log_likelihood=""122.722813"";taxa="" BT_Cry8Ba1  BT_Cry8Pa1 NOV_Cry8Ba1_88.6_AEP25412.1"";snp_count=""22"";"
4628,4828,"node=""N324->BT_Cry47Aa1"";neg_log_likelihood=""448.426370"";taxa=""BT_Cry47Aa1"";snp_count=""37"";"
3854,4697,"node=""N320->N321"";neg_log_likelihood=""177.337367"";taxa="" NOV_Cry8Ja1_60.3_PEE68563.1  BT_Cry8Ca1  BT_Cry8Ea2 BT_Cry8Ja1"";snp_count=""56"";"
4853,4886,"node=""N329->BT_Cry8Qa1"";neg_log_likelihood=""334.752180"";taxa=""BT_Cry8Qa1"";snp_count=""15"";"
2883,2998,"node=""N328->N330"";neg_log_likelihood=""440.386962"";taxa="" NOV_Cry8Db1_49.9_WP_103653049.1 NOV_Cry8Db1_51.1_PNK22955.1"";snp_count=""50"";"
71,130,"node=""N231->N328"";neg_log_likelihood=""174.335257"";taxa=""  BT_Cry8Qa1 BT_Cry8Fa2  NOV_Cry8Db1_49.9_WP_103653049.1 NOV_Cry8Db1_51.1_PNK22955.1"";snp_count=""18"";"
3144,3472,"node=""N231->N328"";neg_log_likelihood=""156.042740"";taxa=""  BT_Cry8Qa1 BT_Cry8Fa2  NOV_Cry8Db1_49.9_WP_103653049.1 NOV_Cry8Db1_51.1_PNK22955.1"";snp_count=""21"";"
2554,2638,"node=""N231->N328"";neg_log_likelihood=""125.404898"";taxa=""  BT_Cry8Qa1 BT_Cry8Fa2  NOV_Cry8Db1_49.9_WP_103653049.1 NOV_Cry8Db1_51.1_PNK22955.1"";snp_count=""12"";"
234,777,"node=""N338->NOV_Cry7Gb1_94.1_AGM39662.1"";neg_log_likelihood=""113.874033"";taxa=""NOV_Cry7Gb1_94.1_AGM39662.1"";snp_count=""54"";"
125,1094,"node=""N336->BT_Cry7Gd1"";neg_log_likelihood=""173.875876"";taxa=""BT_Cry7Gd1"";snp_count=""129"";"
314,597,"node=""N334->BT_Cry61Aa1"";neg_log_likelihood=""465.279611"";taxa=""BT_Cry61Aa1"";snp_count=""40"";"
4696,5012,"node=""N342->BT_Cry7Fa1"";neg_log_likelihood=""242.327958"";taxa=""BT_Cry7Fa1"";snp_count=""33"";"
4029,4580,"node=""N342->BT_Cry7Fa1"";neg_log_likelihood=""203.010250"";taxa=""BT_Cry7Fa1"";snp_count=""44"";"
4388,5017,"node=""N342->NOV_Cry7Fb2_99.7_AHB36886.1"";neg_log_likelihood=""228.183259"";taxa=""NOV_Cry7Fb2_99.7_AHB36886.1"";snp_count=""67"";"
127,609,"node=""N347->BT_Cry7Ka1"";neg_log_likelihood=""168.728276"";taxa=""BT_Cry7Ka1"";snp_count=""56"";"
838,1523,"node=""N347->BT_Cry7Ka1"";neg_log_likelihood=""103.212543"";taxa=""BT_Cry7Ka1"";snp_count=""28"";"
178,574,"node=""N347->BT_Cry7Kb1"";neg_log_likelihood=""159.938478"";taxa=""BT_Cry7Kb1"";snp_count=""33"";"
793,1468,"node=""N347->BT_Cry7Kb1"";neg_log_likelihood=""114.905028"";taxa=""BT_Cry7Kb1"";snp_count=""30"";"
4364,4576,"node=""N346->BT_Cry7Ha1"";neg_log_likelihood=""387.284045"";taxa=""BT_Cry7Ha1"";snp_count=""31"";"
222,740,"node=""N350->BT_Cry7Aa1"";neg_log_likelihood=""132.468223"";taxa=""BT_Cry7Aa1"";snp_count=""47"";"
4845,5049,"node=""N349->N350"";neg_log_likelihood=""45.142827"";taxa="" BT_Cry7Aa1 BT_Cry7Ab1"";snp_count=""23"";"
4392,5067,"node=""N348->N349"";neg_log_likelihood=""76.207424"";taxa="" BT_Cry7Ab5  BT_Cry7Aa1 BT_Cry7Ab1"";snp_count=""30"";"
2273,2524,"node=""N344->N345"";neg_log_likelihood=""216.721792"";taxa=""   BT_Cry7Ka1 BT_Cry7Kb1 BT_Cry7Ha1  BT_Cry7Ac1  BT_Cry7Ab5  BT_Cry7Aa1 BT_Cry7Ab1"";snp_count=""22"";"
4031,5030,"node=""N354->BT_Cry7Ba1"";neg_log_likelihood=""176.008222"";taxa=""BT_Cry7Ba1"";snp_count=""113"";"
3736,5053,"node=""N357->NOV_Cry7Ca1_86.8_AGM39664.1"";neg_log_likelihood=""98.266689"";taxa=""NOV_Cry7Ca1_86.8_AGM39664.1"";snp_count=""90"";"
3745,5014,"node=""N357->NOV_Cry7Ca1_99.7_ABR67863.2"";neg_log_likelihood=""110.271100"";taxa=""NOV_Cry7Ca1_99.7_ABR67863.2"";snp_count=""99"";"
4846,4925,"node=""N356->BT_Cry7Cb1"";neg_log_likelihood=""307.412259"";taxa=""BT_Cry7Cb1"";snp_count=""22"";"
4154,4399,"node=""N356->BT_Cry7Cb1"";neg_log_likelihood=""285.406089"";taxa=""BT_Cry7Cb1"";snp_count=""31"";"
4332,4588,"node=""N356->N357"";neg_log_likelihood=""200.492769"";taxa="" NOV_Cry7Ca1_86.8_AGM39664.1 NOV_Cry7Ca1_99.7_ABR67863.2"";snp_count=""28"";"
2777,3052,"node=""N356->N357"";neg_log_likelihood=""172.831718"";taxa="" NOV_Cry7Ca1_86.8_AGM39664.1 NOV_Cry7Ca1_99.7_ABR67863.2"";snp_count=""18"";"
4639,5010,"node=""N355->NOV_Cry7Ea2_99.9_AFI42038.1"";neg_log_likelihood=""219.242466"";taxa=""NOV_Cry7Ea2_99.9_AFI42038.1"";snp_count=""39"";"
1874,2252,"node=""N351->N352"";neg_log_likelihood=""192.679668"";taxa=""  BT_Cry7Bb1  BT_Cry7Ba1 NOV_Cry7Ba1_84.3_AFI42043.1   BT_Cry7Cb1  NOV_Cry7Ca1_86.8_AGM39664.1 NOV_Cry7Ca1_99.7_ABR67863.2 NOV_Cry7Ea2_99.9_AFI42038.1"";snp_count=""24"";"
4328,4579,"node=""N359->N360"";neg_log_likelihood=""199.500412"";taxa="" NOV_Cry69Aa2_62.7_WP_103591151.1 NOV_Cry69Ab1_59.2_WP_103591619.1"";snp_count=""19"";"
2774,3036,"node=""N359->NOV_Cry69Ab1_58.0_PEU83535.1"";neg_log_likelihood=""236.140059"";taxa=""NOV_Cry69Ab1_58.0_PEU83535.1"";snp_count=""20"";"
2991,3369,"node=""N361->BT_Cry69Aa1"";neg_log_likelihood=""152.267024"";taxa=""BT_Cry69Aa1"";snp_count=""26"";"
1516,1609,"node=""N2->N3"";neg_log_likelihood=""869.055880"";taxa=""    BT_Cry12Aa1    BT_Cry5Ea2 BT_Cry5Ab1 BT_Cry5Da1 NOV_Cry21Aa2_44.6_AZR80772.1    BT_Cry21Ga1 NOV_Cry5Ba1_27.2_AZR80678.1  NOV_Cry1Ie2_23.3_ATF15267.1 NOV_Cry1Ia24_22.2_CAP40039.1     NOV_Cry21Ca1_38.9_AEH76823.1  NOV_Cry21Ca2_37.1_AOM14729.1  NOV_Cry21Fa1_47.3_OTY57628.1 NOV_Cry58Aa1_27.6_AGS78122.1 BT_Cry58Aa1  BT_Cry21Da1 BT_Cry5Ca1     BT_Cry21Aa1 BT_Cry21Ba1 BT_Cry5Ba1  BT_Cry21Fa1   NOV_Cry21Ca2_64.6_AZR80780.1 NOV_Cry21Ca2_65.9_AZR80774.1 BT_Cry21Ca1     BT_Cry14Ab1 NOV_Cry14Ab1_85.6_AXE15628.1 BT_Cry14Aa1   NOV_Cry14Aa1_44.0_PGW42274.1  NOV_Cry14Ab1_42.4_PGW46196.1 NOV_Cry14Aa1_41.1_PGW46198.1  BT_Cry13Aa1 NOV_Cry13Aa1_50.1_ANS46780.1  NOV_Cry5Ba1_48.7_TEA80813.1 BT_Cry21Ha1   NOV_Cry73Aa1_40.0_PQQ47537.1 BT_Cry63Aa1    BT_Cry70Aa1 NOV_Cry70Aa1_77.7_WP_098222608.1   BT_Cry70Bb1 BT_Cry70Ba1 NOV_Cry70Bb1_67.1_OUB77817.1  BT_Cry31Aa6  BT_Cry31Ad1  BT_Cry31Ac1 BT_Cry31Ab1   BT_Cry67Aa2      BT_Cry32Sa1  BT_Cry32Ua1 BT_Cry32Da1    NOV_Cry41Ca1_39.9_WP_001075423.1 BT_Cry41Ba1   NOV_Cry41Ca1_50.4_AZJ24166.1 BT_Cry41Ba2   NOV_Cry32Ua1_65.2_AQM56939.1  NOV_Cry41Ba2_47.9_BAD35157.1 NOV_Cry41Ba2_43.6_BAD35163.1 NOV_Cry32Ma1_57.7_AXY11484.1    BT_Cry62Aa1 BT_Cry32Pa1  NOV_Cry32Wa1_39.0_PEE63029.1    BT_Cry32Mb1 BT_Cry32Ma1 BT_Cry32Wa1  NOV_Cry73Aa1_88.4_AQM56942.1 BT_Cry73Aa1 NOV_Cry41Ba2_42.3_BAD35166.1    BT_Cry32La1 BT_Cry32Ba1  BT_Cry32Fa1 BT_Cry32Ga1      BT_Cry32Ka1 NOV_Cry32Hb1_41.4_AQX37181.1     BT_Cry32Hb1 BT_Cry32Ha1 BT_Cry32Oa1  BT_Cry32Ea2 BT_Cry32Ea1 BT_Cry32Ia1   NOV_Cry32Ea2_41.9_AQM56938.1 BT_Cry32Na1 NOV_Cry32Ea2_45.2_WP_087949412.1   BT_Cry32Qa1    BT_Cry32Va1 NOV_Cry32Va1_61.0_WP_134996253.1 BT_Cry32Ta1 NOV_Cry32Ta1_48.0_AQX37180.1  BT_Cry32Ja1 BT_Cry32Ra1 BT_Cry32Aa1   NOV_Cry2Ba1_29.9_AEX63666.1   BT_Cry2Ac10   NOV_Cry2Ak1_76.8_AX513524.1 BT_Cry2Ba2   NOV_Cry2Ah2_92.7_AX098631.1    BT_Cry2Aa3  BT_Cry2Al1  BT_Cry2Aa13 BT_Cry2Ai1 BT_Cry2Ak1    NOV_Cry2Ab4_93.2_AIT70915.1  BT_Cry2Ab15  BT_Cry2Ab12 BT_Cry2Ag1 BT_Cry2Ad5 BT_Cry2Ah3 BT_Cry2Af1  BT_Cry18Aa1  BT_Cry18Ba1 BT_Cry18Ca1  BT_Cry65Aa2 NOV_Cry65Aa2_55.6_PDY37670.1  BT_Cry32Ca1 BT_Cry32Cb1       NOV_Cry9Ga1_57.2_PEU81077.1  NOV_Cry9Ga1_58.0_AJS57594.1  BT_Cry9Ga1 BT_Cry9Aa1    BT_Cry68Aa1 NOV_Cry68Aa1_80.1_PEU91245.1 NOV_Cry68Aa1_74.8_WP_103592020.1 NOV_Cry68Aa1_46.2_ARJ25655.1    BT_Cry20Aa1  BT_Cry20Ba2 NOV_Cry20Ba2_80.0_AGV55017.1   NOV_Cry24Aa1_60.8_BAD32657.1 NOV_Cry24Aa1_98.3_WP_086403584.1  BT_Cry24Ca1 BT_Cry24Da1    BT_Cry72Aa1 BT_Cry40Ba1   NOV_Cry40Da1_66.9_PEU78339.1   BT_Cry40Ca1 NOV_Cry40Aa1_67.9_CQ868314.1 BT_Cry40Aa1    NOV_Cry40Da1_81.5_AIN76756.1 NOV_Cry40Da1_77.3_ARJ25823.1 BT_Cry40Da1 NOV_Cry40Da1_65.0_CAH33957.1  BT_Cry59Aa1 BT_Cry59Ba1 NOV_Cry25Aa1_97.8_OUB78400.1   BT_Cry44Aa1   NOV_Cry8Ma3_96.0_ATY50149.1 BT_Cry8La1      BT_Cry19Ca1  BT_Cry19Ba1 NOV_Cry19Ba1_74.0_AGV55021.1  NOV_Cry52Ca1_62.9_AZJ24464.1   BT_Cry52Aa1 BT_Cry52Ba1 BT_Cry52Ca1 BT_Cry19Aa1 BT_Cry39Aa1    NOV_Cry7Gb1_28.6_WP_103574454.1      BT_Cry50Ba1  NOV_Cry4Ba1_63.8_OUB35623.1 NOV_Cry4Ba1_63.7_AJW76684.1  BT_Cry50Aa1  BT_Cry4Ba1 BT_Cry4Ba3  NOV_Cry30Ca1_66.6_BAD00052.1  BT_Cry30Ca1     BT_Cry30Ga1  BT_Cry30Db1 BT_Cry30Da1 NOV_Cry30Ga2_64.5_ARJ25665.1 BT_Cry30Fa1  BT_Cry30Ea1 BT_Cry30Aa1   BT_Cry48Aa1 BT_Cry48Ab1  NOV_Cry4Cb3_34.4_PEA86378.1   NOV_Cry10Aa1_94.4_ABW89736.1  NOV_Cry10Aa1_97.2_ABW89735.1 NOV_Cry10Aa1_97.0_ABW89733.1   BT_Cry54Aa1 NOV_Cry54Aa1_88.1_AFU17344.1 BT_Cry54Ba1  BT_Cry4Aa1     NOV_Cry48Aa1_36.6_CAH33948.1 NOV_Cry48Aa1_36.9_CAH33950.1 BT_Cry28Aa2 NOV_Cry4Ca2_48.4_AZJ24771.1 BT_Cry4Ca1   BT_Cry57Ab1 NOV_Cry57Ab1_90.3_ACN87261.1  NOV_Cry4Ba1_31.6_AUM94650.1    NOV_Cry27Aa1_80.8_AGV55018.1 BT_Cry27Aa1  BT_Cry16Aa1  BT_Cry17Aa1 NOV_Cry19Aa1_29.2_PEA88281.1    NOV_Cry56Aa2_56.0_AGV55019.1 NOV_Cry56Aa4_56.4_PEU80288.1  BT_Cry56Aa1  NOV_Cry56Aa4_77.6_ARJ25668.1 NOV_Cry56Aa4_79.3_WP_103592286.1  BT_Cry29Aa1 NOV_Cry29Aa1_96.4_OUC03129.1  NOV_Cry4Ca2_51.6_AZJ24420.1 NOV_Cry4Aa1_32.5_ADM64568.1    NOV_Cry53Ab1_39.4_AFM37573.1 NOV_Cry43Cb1_38.6_AGV55020.1    BT_Cry53Ab1 BT_Cry53Aa1   NOV_Cry43Cb1_43.9_PEA91147.1  NOV_Cry71Aa1_65.9_PEU78325.1 BT_Cry71Aa1  BT_Cry43Ba1   BT_Cry43Cb1  BT_Cry43Cc1 BT_Cry43Ca1 BT_Cry43Aa1   NOV_Cry53Aa1_40.7_WP_103591149.1 NOV_Cry53Ab1_40.9_APA45008.1 NOV_Cry53Ab1_40.0_CAH33955.1       BT_Cry8Kb1  BT_Cry8Ka1 BT_Cry8Ka3 NOV_Cry8Kb1_73.3_APT36283.1 BT_Cry8Ga1   BT_Cry8Na1 BT_Cry8Sa1  NOV_Cry8Ca1_42.6_ABY46520.1 NOV_Cry8Ca1_41.2_AST51780.1   BT_Cry8Ib1 BT_Cry8Ia3         BT_Cry9Ee1  BT_Cry9Bb1 BT_Cry9Ba1      BT_Cry9Dc1 BT_Cry9Db1 BT_Cry9Da1 BT_Cry9Eb1 BT_Cry9Ea10  BT_Cry9Ed1 BT_Cry9Ec1 BT_Cry9Fa1 BT_Cry9Ca1    BT_Cry8Ra1     NOV_Cry8Ab1_80.3_AFP44678.1 BT_Cry8Ac1  BT_Cry8Ab1 NOV_Cry8Ab1_80.0_AMR06151.1  BT_Cry8Aa1 BT_Cry8Ad1  BT_Cry8Db1 BT_Cry8Da1 BT_Cry8Ta1  NOV_Cry8Da1_43.7_ANC11094.1 NOV_Cry8Aa1_47.1_EEM92570.1     BT_Cry1Ka2  BT_Cry1Bh1   BT_Cry1Bb1 BT_Cry1Bd1  BT_Cry1Be1 BT_Cry1Bj1   BT_Cry1Ba1 BT_Cry1Bf1  BT_Cry1Bi1 BT_Cry1Bg1  NOV_Cry1Ie5_79.3_PQQ47595.1   BT_Cry1Ic1 BT_Cry1Ia18     BT_Cry1Ma1 BT_Cry1Id1 BT_Cry1Ig1 BT_Cry1Ia11 BT_Cry1Ie4      BT_Cry1Fb1 BT_Cry1Fa1   BT_Cry1Jb1  NOV_Cry1Jc1_99.1_AAS93799.1 BT_Cry1Jd1 BT_Cry1Ja1      BT_Cry1Db1 NOV_Cry1Da1_83.2_AIW52615.1 BT_Cry1Da1 NOV_Cry1Da1_84.8_ABK35074.1     BT_Cry1Aa10 BT_Cry1Ag1  NOV_Cry1Ad2_87.7_AIW52617.1 BT_Cry1Ad1   BT_Cry1A-like NOV_Cry1Ab32_92.7_AAK14337.1   BT_Cry1Ab12  NOV_Cry1Ab12_91.4_AAK14338.1 BT_Cry1Ab2  BT_Cry1Ai1  BT_Cry1Ac39  BT_Cry1Ah2 NOV_Cry1Ac23_90.7_CAQ03747.1  BT_Cry1Eb1  BT_Cry1Ea10 NOV_Cry1Ea10_93.2_AAX86871.1    BT_Cry1Ha1  BT_Cry1Hb1 NOV_Cry1Ha1_85.7_AIW52616.1 BT_Cry1La1  BT_Cry1Gb1  BT_Cry1Ga2 NOV_Cry1Ga1_77.9_AX098669.1   BT_Cry1Cb1 BT_Cry1Ca11  BT_Cry1Na1 BT_Cry1Nb1    NOV_Cry3Aa12_81.9_AEZ53144.1 BT_Cry3Aa10 BT_Cry3Ca1  BT_Cry3Ba1 BT_Cry3Bb1   BT_Cry8Hb1  NOV_Cry8Ha1_89.8_ATY50148.1  NOV_Cry8Ha1_89.4_ABB29866.1 BT_Cry8Ha1   NOV_Cry8Ja1_60.3_PEE68563.1  BT_Cry8Ca1  BT_Cry8Ea2 BT_Cry8Ja1  BT_Cry47Aa1  BT_Cry8Bc1  BT_Cry8Ba1  BT_Cry8Pa1 NOV_Cry8Ba1_88.6_AEP25412.1   BT_Cry8Qa1 BT_Cry8Fa2  NOV_Cry8Db1_49.9_WP_103653049.1 NOV_Cry8Db1_51.1_PNK22955.1      BT_Cry7Ga2  BT_Cry7Gd1   BT_Cry7Gb1 NOV_Cry7Gb1_94.1_AGM39662.1 BT_Cry7Gc1 BT_Cry61Aa1  BT_Cry7Ja1  BT_Cry7La1 NOV_Cry7Cb1_60.4_OTY00887.1  BT_Cry26Aa1  BT_Cry7Fa1 NOV_Cry7Fb2_99.7_AHB36886.1      BT_Cry7Ka1 BT_Cry7Kb1 BT_Cry7Ha1  BT_Cry7Ac1  BT_Cry7Ab5  BT_Cry7Aa1 BT_Cry7Ab1 BT_Cry7Da1  BT_Cry7Ia1   BT_Cry7Bb1  BT_Cry7Ba1 NOV_Cry7Ba1_84.3_AFI42043.1   BT_Cry7Cb1  NOV_Cry7Ca1_86.8_AGM39664.1 NOV_Cry7Ca1_99.7_ABR67863.2 NOV_Cry7Ea2_99.9_AFI42038.1    NOV_Cry69Aa2_62.7_WP_103591151.1 NOV_Cry69Ab1_59.2_WP_103591619.1 NOV_Cry69Ab1_58.0_PEU83535.1  BT_Cry69Aa1 BT_Cry69Ab1"";snp_count=""48"";"
