Cry34Ba2	AAT29033	 	 	Schnepf et al	2004	Bt PS201L3	Binary with Cry35Ba2
Cry34Ba3	AAT29031	 	 	Schnepf et al	2004	Bt PS201HH2	Binary with Cry35Ba3
Cry35Aa1	AAG50342	 	 	Ellis et al	2001	Bt PS80JJ1	Binary with Cry34Aa1
Cry35Aa2	AAK64561	 	 	Rupar et al	2001	Bt EG5899	Binary with Cry34Aa2
Cry35Aa3	AAT29028	 	 	Schnepf et al	2004	Bt PS69Q	Binary with Cry34Aa3
Cry35Aa4	AAT29025	 	 	Schnepf et al	2004	Bt PS185GG	Binary with Cry34Aa4
Cry35Ab1	AAG41672	 	 	Moellenbeck et al	2001	Bt PS149B1	Binary with Cry34Ab1
Cry35Ab2	AAK64563	 	 	Rupar et al	2001	Bt EG9444	Binary with Cry34Ac2
Cry35Ab3	AY536891	 	 	AAT29024	2004	Bt KR1369	Binary with Cry34Ab3
Cry35Ac1	AAG50117	 	 	Ellis et al	2001	Bt PS167H2	Binary with Cry34Ac1
Cry35Ba1	AAK64566	 	 	Rupar et al	2001	Bt EG4851	Binary with Cry34Ba1
Cry35Ba2	AAT29027	 	 	Schnepf et al	2004	Bt PS201L3	Binary with Cry34Ba2
Cry35Ba3	AAT29026	 	 	Schnepf et al	2004	Bt PS201HH2	Binary with Cry34Ba3
Cry36Aa1	AAK64558	 	 	Rupar et al	2001	Bt 	 
Cry37Aa1	AAF76376 	 	 	Donovan et al	2000	Bt	Binary with Cry23Aa
Cry38Aa1	AAK64559	 	 	Rupar et al	2000	Bt	 
Cry39Aa1	BAB72016	 	 	Ito et al	2001	Bt aizawai	 
Cry40Aa1	BAB72018	 	 	Ito et al	2001	Bt aizawai	 
Cry40Ba1	BAC77648	 	 	Ito et al	2003	Bun1-14	 
Cry40Ca1	EU381045	170317964	170317963	Shu et al	2011	Bt Y41	 
Cry40Da1	ACF15199	 	 	Zhang et al	2008	Bt S2096-2	 
Cry41Aa1	BAD35157	 	 	Yamashita et al	2003	Bt A1462	 
Cry41Ab1	BAD35163	 	 	Yamashita et al	2003	Bt A1462	 
Cry41Ba1	HM461871	 	328833588	Sun et al	2010	Sbt021	 
Cry41Ba2	ZP_04099652	228936898	 	Read et al	2010	BGSC 4AW1	 
Cry41Ca1	 	727234085	 	Liu et al	2014	LM1212	 
Cry42Aa1	BAD35166	 	 	Yamashita et al	2003	Bt A1462	 
Cry43Aa1	BAD15301	 	 	Yokoyama and Tanaka	2003	P. lentimorbus semadara	 
Cry43Aa2	BAD95474 	 	 	Nozawa	2004	P. popilliae popilliae	 
Cry43Ba1	BAD15303	 	 	Yokoyama and Tanaka	2003	P. lentimorbus semadara	 
Cry43Ca1	KC156676	 	 	Sampson et al	2012	ARP132	 
Cry43Cb1	KC156695	 	 	Sampson et al	2012	ARP252	 
Cry43Cc1	KC156696	 	 	Sampson et al	2012	ARP191	 
Cry43-like	BAD15305	 	 	Yokoyama and Tanaka	2003	P. lentimorbus semadara	 
Cry44Aa1	BAD08532	 	 	Ito et al	2004	Bt entomocidus INA288	 
Cry45Aa1	BAD22577	 	 	Okumura et al	2004	Bt 89-T-34-22	 
Cry45Ba1	 	657629749	 	Liu et al	2014	LM1212	 
Cry46Aa1	BAC79010	 	 	Ito et al	2004	Bt dakota	 
Cry46Aa2	BAG68906	 	 	Ishikawa et al	2008	Bt A1470	 
Cry46Ab1	BAD35170	 	 	Yamagiwa et al	2004	Bt	 
Cry47Aa1	AAY24695	 	 	Kongsuwan et al	2005	Bt CAA890	 
Cry48Aa1	CAJ18351	 	 	Jones and Berry	2005	Bs IAB59	binary with 49Aa
Cry48Aa2	CAJ86545	 	 	Jones and Berry	2006	Bs 47-6B	binary with 49Aa2
Cry48Aa3	CAJ86546 	 	 	Jones and Berry	2006	Bs NHA15b	binary with 49Aa3
Cry48Ab1	CAJ86548	 	 	Jones and Berry	2006	Bs LP1G	binary with 49Ab1
Cry48Ab2	CAJ86549	 	 	Jones and Berry	2006	Bs 2173	binary with 49Aa4
Cry49Aa1	CAH56541	 	 	Jones and Berry	2005	Bs IAB59	binary with 48Aa
Cry49Aa2	CAJ86541	 	 	Jones and Berry	2006	Bs 47-6B	binary with 48Aa2
Cry49Aa3	CAJ86543	 	 	Jones and Berry	2006	BsNHA15b	binary with 48Aa3
Cry49Aa4	CAJ86544	 	 	Jones and Berry	2006	Bs 2173	binary with 48Ab2
Cry49Ab1	CAJ86542	 	 	Jones and Berry	2006	Bs LP1G	binary with 48Ab1
Cry50Aa1	BAE86999	89885725	89885724	Ohgushi et al	2006	Bt sotto	 
Cry50Ba1	GU446675	 	 	Zhang & Fang	2011	Bt S2160-1	 
Cry50Ba2	GU446676	 	 	Zhang et al	2011	Bt S3161-3	 
Cry51Aa1	ABI14444	112253719	112253718	Meng et al	2006	Bt F14-1	 
Cry51Aa2	GU570697	 	 	Baum et al	2011	EG2934	 
Cry52Aa1	EF613489	 	 	Shu et al	2010	Bt Y41	 
Cry52Ba1	FJ361760	227976386	227976385	Zhu et al	2010	Bt BM59-2	 
Cry52Ca1	KM053253	 	 	Punwar et al	2016	Bt SK700	 
Cry53Aa1	EF633476	 	 	Shu et al	2010	Bt Y41	 
Cry53Ab1	FJ361759	227976384	227976383	Zhu et al	2011	Bt MC28	 
Cry54Aa1	ACA52194	169261091	169261090	Tan et al	2009	Bt MC28	 
Cry54Aa2	GQ140349	 	291010566	Lixin Du et al	2012	Bt FBG25	 
Cry54Ab1	JQ916908	 	 	Guan Peng	2012	Bt MC28	 
Cry54Ba1	GU446677	 	 	Zhang & Fang	2010	Bt S2160-1	 
Cry54Ba2	KJ740650	 	 	Yu et al	2015	BN15-6	 
Cry55Aa1	ABW88932	 	 	Guo et al	2008	YBT 1518	 
Cry55Aa2	AAE33526	10056620	 	Bradfisch et al	2000	Bt Y41	 
Cry55Aa3	HG764207	 	 	Balasubramani et al	2015	Bt T44	 
Cry56Aa1	ACU57499	256033941	256033940	Zhu et al	2010	Bt Ywc2-8	 
Cry56Aa2	GQ483512	300837105	300837104	Guan et al	2009	Bt G7-1	 
Cry56Aa3	JX025567	 	 	Qiao Li et al	2016	Bt HS18-1	 
Cry56Aa4	KJ740651	 	 	Yu et al	2015	BN7-5	 
Cry57Aa1	ACN87261	225348555	225348554	Noguera & Ibarra	2009	Bt kim	 
Cry57Ab1	KF638650	 	 	Guowang Zhou 	2013	Bt LTS290	 
Cry58Aa1	ACN87260	225348553	225348552	Noguera & Ibarra	2009	Bt entomocidus	 
Cry59Ba1	JN790647	 	 	Qiao Li et al	2015	Bt Bm59-2	 
Cry59Aa1	ACR43758	239638225	239638224	Noguera & Ibarra	2009	Bt kim LBIT-980	 
Cry60Aa1	ACU24782	255653180	255653179	Sun and Park	2009	Bt jegathesan	 
Cry60Aa2	EAO57254	74494162	74494143	Anderson et al	2005	Bt israelensis	 
Cry60Aa3	EEM99278	228854669	228854666	Read et al 	2009	Bt IBL 4222	 
Cry60Ba1	GU810818	292398077	292398076	Sun and Park	2009	Bt malayensis	 
Cry60Ba2	EAO57253	 	 	Anderson et al	2005	Bt israelensis	 
Cry60Ba3	EEM99279	 	 	Read et al	2009	Bt IBL 4222	 
Cry61Aa1	HM035087	 	327505548	Geng et al	2010	Sbt009	 
Cry61Aa2	HM132125	 	327359581	Mao et al	2010	HD868 (E5)	 
Cry61Aa3	EEM19308	228770790	228770789	Read et al	2010	BGSC 4Y1	 
Cry62Aa1	HM054509	 	302753235	Zhu et al	2010	ST7	 
Cry63Aa1	BAI44028	260268375	 	Nagamatsu et al	2010	MO19	 
Cry64Aa1	BAJ05397	294661779	 	Ekino et al	2010	Bt tohokuensis	 
Cry64Ba1	AGT29559	 	 	Ammons &Rampersad	2013	BT 210-8-45	 
Cry64Ca1	AGT29560	 	 	Ammons &Rampersad	2013	BT 210-8-45	 
Cry65Aa1	HM461868	 	328833581	Geng et al	2010	SBt 003	 
Cry65Aa2	ZP_04123838	228962456	 	Read et al	2010	T13001	 
Cry66Aa1	AEB52311	 	339186760	Sun et al	2010	SBt 021	 
Cry66Aa2	ZP_04099945	228937265	 	Read et al	2010	BGSC 4AW1	 
Cry67Aa1	HM485582	 	339186762	Sun et al	2010	SBt 009	No NCBI link Jan18
Cry67Aa2	ZP_04148882	228988817	 	Read et al	2010	BGSC 4Y1	 
Cry68Aa1	HQ113114	 	327466752	Peng Guan et al	2012	Bt MC28	 
Cry69Aa1	HQ401006	 	332139130	Peng Guan	2011	Bt MC28	 
Cry69Aa2	JQ821388	 	 	Peng Guan	2016	Bt MC28	 
Cry69Ab1	JN209957	 	 	Yujie Tang	2015	Bt hs18-1	 
Cry70Aa1	JN646781	 	 	Qiao Li	2015	Bt hs18-1	 
Cry70Ba1	ADO51070	308756031	 	Guan et al	2011	Bt MC28	 
Cry70Bb1	EEL67276	228715456	 	Read et al	2009	Bc AH603	 
Cry71Aa1	JX025568	 	 	Qiao Li et al	2016	Bt Hs18-1 	 
Cry72Aa1	JX025569	 	 	Qiao Li et al	2016	Bt Hs18-1 	 
Cry72Aa2	KX094975	 	 	Ganghui Huang	2016	 	No NCBI link Jan 18
Cry73Aa1	AEH76822	 	 	Liu et al	2013	Sbt Sbt029	 
Cry74Aa	 	657629748	 	Liu et al	2014	LM1212	 
Cry75Aa1	ASY04853	 	 	Bowen et al	2017	Bl EG5553	 
Cry75Aa2	ASY04852	 	 	Bowen et al	2017	Bl EG5551	 
Cry75Aa3	ASY04851	 	 	Bowen et al	2017	Bl EG5552	 
Cry76Aa1	MH810248	 	 	Huarong et al	2018	 	No NCBI link Dec 2018
Cry77Aa1	MH810249	 	 	Huarong et al	2018	 	No NCBI link Dec 2018
Cry78Aa1	KY780623	 	 	Shu et al 	2018	Bt C9F1	No NCBI link Dec 2018
